STD_YYYYMM,SIDO,비염환자(질병),아토피환자(질병),천식환자(질병),평균기온(기후),상대습도(기후),증기압(기후),최고기온(기후),최저기온(기후),풍속(기후),미세먼지,미세먼지(농도),미세먼지(농도80),초미세먼지,초미세먼지(농도),초미세먼지(농도35),아황산가스,아황산가스(농도0.05),아황산가스(농도),이산화질소,이산화질소(농도0.06),이산화질소(농도0.03),이산화질소(농도),일산화탄소,일산화탄소(농도9),일산화탄소(농도),차량수,구리(중금속),구리(농도),납(중금속),납(농도0.5),납(농도),니켈(중금속),니켈(농도),망간(중금속),망간(농도),비소(중금속),비소(농도),철(중금속),철(농도),카드뮴(중금속),카드뮴(농도),크롬(중금속),크롬(농도),비염환자(질병)_코로나증감폭,아토피환자(질병)_코로나증감폭,천식환자(질병)_코로나증감폭,평균기온(기후)_코로나증감폭,상대습도(기후)_코로나증감폭,증기압(기후)_코로나증감폭,최고기온(기후)_코로나증감폭,최저기온(기후)_코로나증감폭,풍속(기후)_코로나증감폭,미세먼지_코로나증감폭,초미세먼지_코로나증감폭,아황산가스_코로나증감폭,이산화질소_코로나증감폭,일산화탄소_코로나증감폭,구리(중금속)_코로나증감폭,납(중금속)_코로나증감폭,니켈(중금속)_코로나증감폭,망간(중금속)_코로나증감폭,비소(중금속)_코로나증감폭,철(중금속)_코로나증감폭,카드뮴(중금속)_코로나증감폭,크롬(중금속)_코로나증감폭
201809,서울특별시,486109,27261,44280,21.5,61.0,15.4,26.0,17.6,1.6,20.0,좋음,좋음,14.0,좋음,좋음,0.003,좋음,좋음,0.019,좋음,좋음,나쁨,0.4,좋음,좋음,3123924.0,0.0143,좋음,0.0032,좋음,좋음,0.0011,좋음,0.0063,좋음,0.001,좋음,0.3643,좋음,0.0002,좋음,0.0015,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
201810,서울특별시,475126,29376,50354,13.1,59.0,8.9,18.6,8.5,1.5,28.0,좋음,좋음,15.0,좋음,좋음,0.004,좋음,좋음,0.028,좋음,좋음,나쁨,0.5,좋음,나쁨,3123896.0,0.0208,나쁨,0.0157,좋음,좋음,0.0017,좋음,0.013,좋음,0.0032,좋음,0.5773,좋음,0.0005,좋음,0.0026,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
201811,서울특별시,462621,26152,54979,7.8,58.0,6.3,13.2,3.6,1.4,52.0,나쁨,좋음,28.0,나쁨,좋음,0.005,좋음,나쁨,0.039,좋음,나쁨,나쁨,0.7,좋음,나쁨,3123702.0,0.0433,나쁨,0.0388,좋음,나쁨,0.0025,좋음,0.02,좋음,0.0111,나쁨,1.0233,나쁨,0.001,나쁨,0.0041,나쁨,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
201812,서울특별시,501006,27277,57276,-0.6,46.0,3.1,4.1,-4.7,1.8,43.0,나쁨,좋음,24.0,나쁨,좋음,0.005,좋음,나쁨,0.035,좋음,나쁨,나쁨,0.6,좋음,나쁨,3124651.0,0.0258,나쁨,0.0399,좋음,나쁨,0.0016,좋음,0.0183,좋음,0.0113,나쁨,0.8015,나쁨,0.0011,나쁨,0.0024,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
201901,서울특별시,352188,28914,41897,-0.9,46.0,2.7,4.1,-5.1,1.8,66.0,나쁨,좋음,38.0,나쁨,나쁨,0.005,좋음,나쁨,0.039,좋음,나쁨,나쁨,0.8,좋음,나쁨,3128420.0,0.0348,나쁨,0.0442,좋음,나쁨,0.0033,좋음,0.0389,나쁨,0.0098,나쁨,1.1354,나쁨,0.0015,나쁨,0.0048,나쁨,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
201902,서울특별시,304996,25987,33808,1.0,47.0,3.2,6.0,-3.2,1.8,57.0,나쁨,좋음,35.0,나쁨,좋음,0.005,좋음,나쁨,0.036,좋음,나쁨,나쁨,0.7,좋음,나쁨,3128962.0,0.0319,나쁨,0.0477,좋음,나쁨,0.0023,좋음,0.0241,좋음,0.008,나쁨,0.7304,나쁨,0.0013,나쁨,0.0038,나쁨,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
201903,서울특별시,437783,27948,45488,7.1,51.0,5.1,12.4,2.7,2.1,69.0,나쁨,좋음,45.0,나쁨,나쁨,0.005,좋음,나쁨,0.034,좋음,나쁨,나쁨,0.6,좋음,나쁨,3127236.0,0.0172,나쁨,0.0231,좋음,나쁨,0.0033,좋음,0.0261,좋음,0.0062,나쁨,0.6985,나쁨,0.0007,좋음,0.0026,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
201904,서울특별시,505541,30870,52335,12.1,51.0,7.2,17.6,7.2,1.9,41.0,좋음,좋음,21.0,좋음,좋음,0.004,좋음,좋음,0.029,좋음,좋음,나쁨,0.5,좋음,나쁨,3124289.0,0.0258,나쁨,0.0175,좋음,좋음,0.003,좋음,0.0187,좋음,0.0039,좋음,0.6582,나쁨,0.0007,좋음,0.0029,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
201905,서울특별시,394513,35043,49487,19.4,47.0,10.2,25.6,13.7,2.1,52.0,나쁨,좋음,29.0,나쁨,좋음,0.005,좋음,나쁨,0.028,좋음,좋음,나쁨,0.5,좋음,나쁨,3121807.0,0.0407,나쁨,0.0329,좋음,나쁨,0.0065,나쁨,0.038,나쁨,0.0045,나쁨,1.205,나쁨,0.001,나쁨,0.0054,나쁨,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
201906,서울특별시,248321,28929,33681,22.5,61.0,16.1,27.7,18.1,1.7,29.0,좋음,좋음,20.0,좋음,좋음,0.004,좋음,좋음,0.02,좋음,좋음,나쁨,0.4,좋음,좋음,3120332.0,0.0206,나쁨,0.0282,좋음,나쁨,0.0015,좋음,0.0135,좋음,0.0079,나쁨,0.5249,좋음,0.0008,좋음,0.0026,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
201907,서울특별시,254895,33541,32285,25.9,69.0,22.6,30.1,22.7,1.8,26.0,좋음,좋음,19.0,좋음,좋음,0.004,좋음,좋음,0.018,좋음,좋음,좋음,0.4,좋음,좋음,3121140.0,0.0089,좋음,0.005,좋음,좋음,0.001,좋음,0.0059,좋음,0.0007,좋음,0.2525,좋음,0.0002,좋음,0.0012,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
201908,서울특별시,277290,34302,31461,27.2,69.0,24.2,31.6,23.6,1.6,25.0,좋음,좋음,16.0,좋음,좋음,0.004,좋음,좋음,0.018,좋음,좋음,좋음,0.4,좋음,좋음,3120892.0,0.0189,나쁨,0.0111,좋음,좋음,0.0018,좋음,0.0096,좋음,0.0022,좋음,0.3932,좋음,0.0004,좋음,0.002,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
201909,서울특별시,465550,30566,42371,22.6,65.0,17.8,27.1,19.0,2.2,21.0,좋음,좋음,12.0,좋음,좋음,0.003,좋음,좋음,0.021,좋음,좋음,나쁨,0.4,좋음,좋음,3121687.0,0.0137,좋음,0.0042,좋음,좋음,0.0006,좋음,0.0059,좋음,0.0009,좋음,0.2845,좋음,0.0001,좋음,0.0012,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
201910,서울특별시,470234,30238,47845,16.4,62.0,11.7,21.8,11.8,2.1,31.0,좋음,좋음,15.0,좋음,좋음,0.003,좋음,좋음,0.025,좋음,좋음,나쁨,0.5,좋음,나쁨,3121416.0,0.024,나쁨,0.0283,좋음,나쁨,0.0018,좋음,0.0212,좋음,0.0108,나쁨,0.8457,나쁨,0.0006,좋음,0.0039,나쁨,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
201911,서울특별시,443898,27985,47219,7.6,56.0,6.1,12.9,3.1,2.2,40.0,좋음,좋음,20.0,좋음,좋음,0.004,좋음,좋음,0.034,좋음,나쁨,나쁨,0.6,좋음,나쁨,3122433.0,0.0273,나쁨,0.0218,좋음,좋음,0.0017,좋음,0.0226,좋음,0.0045,나쁨,0.8062,나쁨,0.0004,좋음,0.0033,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
201912,서울특별시,482644,27585,49708,1.4,58.0,4.2,5.3,-2.6,2.1,42.0,나쁨,좋음,28.0,나쁨,좋음,0.004,좋음,좋음,0.035,좋음,나쁨,나쁨,0.7,좋음,나쁨,3124157.0,0.0268,나쁨,0.0422,좋음,나쁨,0.0027,좋음,0.027,좋음,0.005,나쁨,0.72,나쁨,0.0012,나쁨,0.0031,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202001,서울특별시,443273,27993,43851,1.6,55.0,3.9,5.9,-1.7,2.1,42.0,나쁨,좋음,29.0,나쁨,좋음,0.004,좋음,좋음,0.034,좋음,나쁨,나쁨,0.7,좋음,나쁨,3127566.0,0.0143,좋음,0.0301,좋음,나쁨,0.0014,좋음,0.0122,좋음,0.0054,나쁨,0.4164,좋음,0.0008,좋음,0.0028,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202002,서울특별시,245854,24672,28449,2.5,58.0,4.6,7.2,-1.3,2.3,41.0,좋음,좋음,28.0,나쁨,좋음,0.003,좋음,좋음,0.032,좋음,나쁨,나쁨,0.6,좋음,나쁨,3123984.0,0.0345,나쁨,0.0309,좋음,나쁨,0.0019,좋음,0.0257,좋음,0.0048,나쁨,0.8462,나쁨,0.0011,나쁨,0.0036,나쁨,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202003,서울특별시,164599,27378,20793,7.7,46.0,4.8,13.3,2.6,2.5,45.0,나쁨,좋음,25.0,나쁨,좋음,0.003,좋음,좋음,0.027,좋음,좋음,나쁨,0.5,좋음,나쁨,3125333.0,0.0142,좋음,0.0295,좋음,나쁨,0.0013,좋음,0.018,좋음,0.0051,나쁨,0.4271,좋음,0.0008,좋음,0.0019,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202004,서울특별시,162136,31160,18388,11.1,50.0,6.6,16.6,6.3,3.0,44.0,나쁨,좋음,21.0,좋음,좋음,0.003,좋음,좋음,0.021,좋음,좋음,나쁨,0.4,좋음,좋음,3128523.0,0.016,나쁨,0.0205,좋음,좋음,0.0025,좋음,0.0292,좋음,0.0082,나쁨,0.9243,나쁨,0.0009,나쁨,0.003,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202005,서울특별시,228549,34064,21441,18.0,67.0,13.5,23.3,13.7,2.4,35.0,좋음,좋음,19.0,좋음,좋음,0.003,좋음,좋음,0.02,좋음,좋음,나쁨,0.4,좋음,좋음,3133353.0,0.0193,나쁨,0.0083,좋음,좋음,0.0019,좋음,0.0298,좋음,0.0019,좋음,0.8887,나쁨,0.0002,좋음,0.0023,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202006,서울특별시,167901,34921,17319,23.9,67.0,19.4,29.0,19.9,2.3,36.0,좋음,좋음,21.0,좋음,좋음,0.003,좋음,좋음,0.019,좋음,좋음,나쁨,0.4,좋음,좋음,3141710.0,0.0276,나쁨,0.0215,좋음,좋음,0.0017,좋음,0.024,좋음,0.007,나쁨,0.8008,나쁨,0.0006,좋음,0.0028,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202007,서울특별시,156401,30948,16072,24.1,76.0,22.7,28.0,21.1,2.4,21.0,좋음,좋음,13.0,좋음,좋음,0.002,좋음,좋음,0.016,좋음,좋음,좋음,0.4,좋음,좋음,3147149.0,0.0209,나쁨,0.0137,좋음,좋음,0.0017,좋음,0.0132,좋음,0.0069,나쁨,0.4152,좋음,0.0004,좋음,0.0024,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202008,서울특별시,152151,32896,14708,26.5,85.0,29.2,29.3,24.4,2.3,23.0,좋음,좋음,14.0,좋음,좋음,0.003,좋음,좋음,0.014,좋음,좋음,좋음,0.3,좋음,좋음,3148071.0,0.0158,나쁨,0.0058,좋음,좋음,0.0016,좋음,0.012,좋음,0.0006,좋음,0.3197,좋음,0.0002,좋음,0.0016,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202009,서울특별시,258963,34539,19893,21.4,71.0,17.9,25.6,18.0,2.5,19.0,좋음,좋음,11.0,좋음,좋음,0.003,좋음,좋음,0.016,좋음,좋음,좋음,0.4,좋음,좋음,3151842.0,0.014,좋음,0.01,좋음,좋음,0.001,좋음,0.0105,좋음,0.0033,좋음,0.3412,좋음,0.0003,좋음,0.0017,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202010,서울특별시,236310,32210,19741,14.3,60.0,10.0,19.5,9.6,2.1,33.0,좋음,좋음,17.0,좋음,좋음,0.003,좋음,좋음,0.025,좋음,좋음,나쁨,0.5,좋음,나쁨,3153732.0,0.0128,좋음,0.0159,좋음,좋음,0.0006,좋음,0.0122,좋음,0.0124,나쁨,0.5739,좋음,0.0004,좋음,0.0016,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202011,서울특별시,243282,28065,20944,8.0,64.0,7.4,12.6,4.0,2.2,42.0,나쁨,좋음,24.0,나쁨,좋음,0.003,좋음,좋음,0.03,좋음,좋음,나쁨,0.6,좋음,나쁨,3157278.0,0.0453,나쁨,0.0347,좋음,나쁨,0.0018,좋음,0.0353,나쁨,0.0482,나쁨,1.2127,나쁨,0.0002,좋음,0.005,나쁨,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202012,서울특별시,155861,29475,16310,-0.3,58.0,3.7,3.9,-4.2,2.2,42.0,나쁨,좋음,27.0,나쁨,좋음,0.004,좋음,좋음,0.032,좋음,나쁨,나쁨,0.6,좋음,나쁨,3157361.0,0.0274,나쁨,0.0364,좋음,나쁨,0.0017,좋음,0.0294,좋음,0.0068,나쁨,0.8168,나쁨,0.0005,좋음,0.0045,나쁨,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202101,서울특별시,123377,27367,13828,-2.4,57.0,3.4,2.2,-6.8,2.5,38.0,좋음,좋음,21.0,좋음,좋음,0.004,좋음,좋음,0.031,좋음,나쁨,나쁨,0.6,좋음,나쁨,3159552.0,0.0203,나쁨,0.0373,좋음,나쁨,0.0031,좋음,0.0401,나쁨,0.0051,나쁨,1.1532,나쁨,0.001,나쁨,0.0058,나쁨,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202102,서울특별시,134079,27033,13276,2.7,56.0,4.4,7.9,-2.2,2.6,48.0,나쁨,좋음,29.0,나쁨,좋음,0.003,좋음,좋음,0.03,좋음,좋음,나쁨,0.6,좋음,나쁨,3158102.0,0.0253,나쁨,0.0297,좋음,나쁨,0.0024,좋음,0.0193,좋음,0.0035,좋음,0.5473,좋음,0.0008,좋음,0.0035,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202103,서울특별시,257576,30940,21168,9.0,63.0,7.0,14.8,4.3,2.4,67.0,나쁨,좋음,32.0,나쁨,좋음,0.003,좋음,좋음,0.032,좋음,나쁨,나쁨,0.5,좋음,나쁨,3158710.0,0.0506,나쁨,0.0476,좋음,나쁨,0.0042,나쁨,0.0404,나쁨,0.0105,나쁨,1.1628,나쁨,0.001,나쁨,0.0061,나쁨,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202104,서울특별시,297440,32548,24965,14.2,54.0,8.4,19.5,9.5,2.6,42.0,나쁨,좋음,19.0,좋음,좋음,0.003,좋음,좋음,0.022,좋음,좋음,나쁨,0.4,좋음,좋음,3159075.0,0.0244,나쁨,0.0187,좋음,좋음,0.0022,좋음,0.024,좋음,0.0064,나쁨,0.8167,나쁨,0.0005,좋음,0.0047,나쁨,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202105,서울특별시,178641,29776,19470,17.1,68.0,13.0,21.9,12.8,2.4,61.0,나쁨,좋음,20.0,좋음,좋음,0.003,좋음,좋음,0.019,좋음,좋음,나쁨,0.4,좋음,좋음,3160629.0,0.033,나쁨,0.0182,좋음,좋음,0.0028,좋음,0.0264,좋음,0.0039,좋음,0.9745,나쁨,0.0008,좋음,0.0052,나쁨,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202106,서울특별시,155755,33623,16505,22.8,73.0,19.8,27.6,18.9,2.2,33.0,좋음,좋음,19.0,좋음,좋음,0.003,좋음,좋음,0.018,좋음,좋음,좋음,0.4,좋음,좋음,3162985.0,0.0276,나쁨,0.0128,좋음,좋음,0.003,좋음,0.0236,좋음,0.001,좋음,0.7474,나쁨,0.0007,좋음,0.0049,나쁨,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202107,서울특별시,138390,34765,13505,28.1,71.0,26.4,32.2,24.6,2.0,24.0,좋음,좋음,15.0,좋음,좋음,0.003,좋음,좋음,0.016,좋음,좋음,좋음,0.3,좋음,좋음,3171767.0,0.0336,나쁨,0.0093,좋음,좋음,0.0023,좋음,0.0185,좋음,0.001,좋음,0.5644,좋음,0.0002,좋음,0.0027,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202108,서울특별시,147809,32585,13882,25.9,74.0,24.3,29.7,22.8,2.1,22.0,좋음,좋음,13.0,좋음,좋음,0.003,좋음,좋음,0.015,좋음,좋음,좋음,0.4,좋음,좋음,3171749.0,0.0144,좋음,0.0077,좋음,좋음,0.0012,좋음,0.0106,좋음,0.0035,좋음,0.3985,좋음,0.0001,좋음,0.0017,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202109,서울특별시,273508,33145,19028,22.6,71.0,19.0,26.9,18.8,2.3,15.0,좋음,좋음,7.0,좋음,좋음,0.003,좋음,좋음,0.014,좋음,좋음,좋음,0.4,좋음,좋음,3175142.0,0.02,나쁨,0.0108,좋음,좋음,0.0012,좋음,0.0113,좋음,0.0017,좋음,0.401,좋음,0.0002,좋음,0.0019,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202110,서울특별시,269429,32807,21326,15.6,70.0,13.1,20.5,11.6,2.1,27.0,좋음,좋음,13.0,좋음,좋음,0.003,좋음,좋음,0.022,좋음,좋음,나쁨,0.4,좋음,좋음,3173961.0,0.0165,나쁨,0.0157,좋음,좋음,0.0011,좋음,0.0135,좋음,0.0064,나쁨,0.4856,좋음,0.0003,좋음,0.0019,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202111,서울특별시,329382,29857,26981,8.2,68.0,7.6,13.1,4.0,2.1,45.0,나쁨,좋음,26.0,나쁨,좋음,0.003,좋음,좋음,0.031,좋음,나쁨,나쁨,0.6,좋음,나쁨,3177236.0,0.0101,좋음,0.0122,좋음,좋음,0.0007,좋음,0.0091,좋음,0.0024,좋음,0.2994,좋음,0.0001,좋음,0.0017,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202112,서울특별시,229472,30855,21553,0.6,62.0,4.4,5.1,-3.5,2.3,39.0,좋음,좋음,23.0,나쁨,좋음,0.003,좋음,좋음,0.031,좋음,나쁨,나쁨,0.6,좋음,나쁨,3176743.0,0.03,나쁨,0.0208,좋음,좋음,0.0016,좋음,0.0203,좋음,0.0047,나쁨,0.8403,나쁨,0.0005,좋음,0.0039,나쁨,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202201,서울특별시,220172,31096,21092,-2.2,55.0,3.0,2.6,-6.2,2.2,43.0,나쁨,좋음,29.0,나쁨,좋음,0.004,좋음,좋음,0.032,좋음,나쁨,나쁨,0.6,좋음,나쁨,3178074.0,0.0133,좋음,0.0292,좋음,나쁨,0.0012,좋음,0.0203,좋음,0.0066,나쁨,0.5631,좋음,0.0006,좋음,0.0025,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202202,서울특별시,292038,28335,20156,-1.1,55.0,3.3,3.8,-5.3,2.6,40.0,좋음,좋음,26.0,나쁨,좋음,0.003,좋음,좋음,0.026,좋음,좋음,나쁨,0.5,좋음,나쁨,3179328.0,0.0223,나쁨,0.0326,좋음,나쁨,0.0019,좋음,0.0208,좋음,0.0063,나쁨,0.6293,나쁨,0.0007,좋음,0.0029,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202203,서울특별시,447418,28072,28921,7.7,62.0,6.7,12.7,3.2,2.5,41.0,좋음,좋음,21.0,좋음,좋음,0.003,좋음,좋음,0.026,좋음,좋음,나쁨,0.5,좋음,나쁨,3180299.0,0.0332,나쁨,0.0222,좋음,나쁨,0.0031,좋음,0.032,나쁨,0.0041,좋음,0.9575,나쁨,0.0008,좋음,0.0043,나쁨,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202204,서울특별시,338365,35382,30116,14.8,55.0,9.2,20.6,10.0,2.7,45.0,나쁨,좋음,22.0,나쁨,좋음,0.003,좋음,좋음,0.02,좋음,좋음,나쁨,0.4,좋음,좋음,3182255.0,0.0116,좋음,0.0089,좋음,좋음,0.0007,좋음,0.0108,좋음,0.0035,좋음,0.3747,좋음,0.0001,좋음,0.0007,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202205,서울특별시,227446,34629,23675,19.1,55.0,12.0,25.0,13.9,2.6,33.0,좋음,좋음,17.0,좋음,좋음,0.003,좋음,좋음,0.015,좋음,좋음,좋음,0.4,좋음,좋음,3184795.0,0.0177,나쁨,0.014,좋음,좋음,0.0014,좋음,0.0206,좋음,0.0067,나쁨,0.6491,나쁨,0.0003,좋음,0.0026,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202206,서울특별시,190531,29624,21114,23.3,73.0,20.9,27.5,19.8,2.5,22.0,좋음,좋음,12.0,좋음,좋음,0.002,좋음,좋음,0.013,좋음,좋음,좋음,0.3,좋음,좋음,3187333.0,0.0112,좋음,0.0036,좋음,좋음,0.0008,좋음,0.0087,좋음,0.0005,좋음,0.326,좋음,0.0001,좋음,0.0011,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202207,서울특별시,255667,33440,21321,27.3,77.0,27.7,31.0,24.2,2.1,25.0,좋음,좋음,16.0,좋음,좋음,0.003,좋음,좋음,0.014,좋음,좋음,좋음,0.3,좋음,좋음,3189670.0,0.0156,좋음,0.0105,좋음,좋음,0.0012,좋음,0.0086,좋음,0.0025,좋음,0.2793,좋음,0.0003,좋음,0.0017,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202208,서울특별시,271959,33922,22114,25.7,80.0,26.6,28.9,23.1,2.3,20.0,좋음,좋음,11.0,좋음,좋음,0.003,좋음,좋음,0.013,좋음,좋음,좋음,0.3,좋음,좋음,3189058.0,0.015,좋음,0.0179,좋음,좋음,0.0009,좋음,0.0088,좋음,0.0113,나쁨,0.2816,좋음,0.0002,좋음,0.0015,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202209,서울특별시,339438,32274,28388,22.4,68.0,18.2,27.2,18.2,2.4,22.0,좋음,좋음,11.0,좋음,좋음,0.003,좋음,좋음,0.016,좋음,좋음,좋음,0.4,좋음,좋음,3190525.0,0.0153,좋음,0.0084,좋음,좋음,0.0009,좋음,0.0117,좋음,0.0022,좋음,0.4145,좋음,0.0002,좋음,0.0015,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202210,서울특별시,356819,29773,29660,14.6,69.0,11.6,19.7,10.3,2.2,25.0,좋음,좋음,14.0,좋음,좋음,0.003,좋음,좋음,0.02,좋음,좋음,나쁨,0.4,좋음,좋음,3190108.0,0.0182,나쁨,0.0132,좋음,좋음,0.0009,좋음,0.0131,좋음,0.0031,좋음,0.5196,좋음,0.0004,좋음,0.0025,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202211,서울특별시,338294,28007,26634,10.0,65.0,8.2,15.4,5.6,2.1,39.0,좋음,좋음,22.0,나쁨,좋음,0.003,좋음,좋음,0.028,좋음,좋음,나쁨,0.5,좋음,나쁨,3192112.0,0.0301,나쁨,0.0228,좋음,나쁨,0.0029,좋음,0.0324,나쁨,0.0052,나쁨,0.9093,나쁨,0.0006,좋음,0.0045,나쁨,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
202212,서울특별시,365991,29879,24931,-2.8,59.0,3.1,1.7,-6.6,2.3,38.0,좋음,좋음,19.0,좋음,좋음,0.003,좋음,좋음,0.028,좋음,좋음,나쁨,0.5,좋음,나쁨,3193351.0,0.0232,나쁨,0.0276,좋음,나쁨,0.0016,좋음,0.024,좋음,0.0153,나쁨,0.7138,나쁨,0.0007,좋음,0.0032,좋음,-44,5,-57,1,10,10,-1,3,7,-15,-16,-34,-20,-9,-9,-11,-37,-7,29,-5,-35,8
