"관측지점별","항목","단위","2000.01 월","2000.02 월","2000.03 월","2000.04 월","2000.05 월","2000.06 월","2000.07 월","2000.08 월","2000.09 월","2000.10 월","2000.11 월","2000.12 월","2001.01 월","2001.02 월","2001.03 월","2001.04 월","2001.05 월","2001.06 월","2001.07 월","2001.08 월","2001.09 월","2001.10 월","2001.11 월","2001.12 월","2002.01 월","2002.02 월","2002.03 월","2002.04 월","2002.05 월","2002.06 월","2002.07 월","2002.08 월","2002.09 월","2002.10 월","2002.11 월","2002.12 월","2003.01 월","2003.02 월","2003.03 월","2003.04 월","2003.05 월","2003.06 월","2003.07 월","2003.08 월","2003.09 월","2003.10 월","2003.11 월","2003.12 월","2004.01 월","2004.02 월","2004.03 월","2004.04 월","2004.05 월","2004.06 월","2004.07 월","2004.08 월","2004.09 월","2004.10 월","2004.11 월","2004.12 월","2005.01 월","2005.02 월","2005.03 월","2005.04 월","2005.05 월","2005.06 월","2005.07 월","2005.08 월","2005.09 월","2005.10 월","2005.11 월","2005.12 월","2006.01 월","2006.02 월","2006.03 월","2006.04 월","2006.05 월","2006.06 월","2006.07 월","2006.08 월","2006.09 월","2006.10 월","2006.11 월","2006.12 월","2007.01 월","2007.02 월","2007.03 월","2007.04 월","2007.05 월","2007.06 월","2007.07 월","2007.08 월","2007.09 월","2007.10 월","2007.11 월","2007.12 월","2008.01 월","2008.02 월","2008.03 월","2008.04 월","2008.05 월","2008.06 월","2008.07 월","2008.08 월","2008.09 월","2008.10 월","2008.11 월","2008.12 월","2009.01 월","2009.02 월","2009.03 월","2009.04 월","2009.05 월","2009.06 월","2009.07 월","2009.08 월","2009.09 월","2009.10 월","2009.11 월","2009.12 월","2010.01 월","2010.02 월","2010.03 월","2010.04 월","2010.05 월","2010.06 월","2010.07 월","2010.08 월","2010.09 월","2010.10 월","2010.11 월","2010.12 월","2011.01 월","2011.02 월","2011.03 월","2011.04 월","2011.05 월","2011.06 월","2011.07 월","2011.08 월","2011.09 월","2011.10 월","2011.11 월","2011.12 월","2012.01 월","2012.02 월","2012.03 월","2012.04 월","2012.05 월","2012.06 월","2012.07 월","2012.08 월","2012.09 월","2012.10 월","2012.11 월","2012.12 월","2013.01 월","2013.02 월","2013.03 월","2013.04 월","2013.05 월","2013.06 월","2013.07 월","2013.08 월","2013.09 월","2013.10 월","2013.11 월","2013.12 월","2014.01 월","2014.02 월","2014.03 월","2014.04 월","2014.05 월","2014.06 월","2014.07 월","2014.08 월","2014.09 월","2014.10 월","2014.11 월","2014.12 월","2015.01 월","2015.02 월","2015.03 월","2015.04 월","2015.05 월","2015.06 월","2015.07 월","2015.08 월","2015.09 월","2015.10 월","2015.11 월","2015.12 월","2016.01 월","2016.02 월","2016.03 월","2016.04 월","2016.05 월","2016.06 월","2016.07 월","2016.08 월","2016.09 월","2016.10 월","2016.11 월","2016.12 월","2017.01 월","2017.02 월","2017.03 월","2017.04 월","2017.05 월","2017.06 월","2017.07 월","2017.08 월","2017.09 월","2017.10 월","2017.11 월","2017.12 월","2018.01 월","2018.02 월","2018.03 월","2018.04 월","2018.05 월","2018.06 월","2018.07 월","2018.08 월","2018.09 월","2018.10 월","2018.11 월","2018.12 월","2019.01 월","2019.02 월","2019.03 월","2019.04 월","2019.05 월","2019.06 월","2019.07 월","2019.08 월","2019.09 월","2019.10 월","2019.11 월","2019.12 월","2020.01 월","2020.02 월","2020.03 월","2020.04 월","2020.05 월","2020.06 월","2020.07 월","2020.08 월","2020.09 월","2020.10 월","2020.11 월","2020.12 월","2021.01 월","2021.02 월","2021.03 월","2021.04 월","2021.05 월","2021.06 월","2021.07 월","2021.08 월","2021.09 월","2021.10 월","2021.11 월","2021.12 월","2022.01 월","2022.02 월","2022.03 월","2022.04 월","2022.05 월","2022.06 월","2022.07 월","2022.08 월","2022.09 월","2022.10 월","2022.11 월","2022.12 월",
"정선","평균상대습도[%]","%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","77","63","61","59","70","54","58","61","69","83","79","77","74","72","62","60","53","58","57","60","67","76","78","79","71","66","67","68","58","56","60","63","74","84","80","83","74","65","67","58","63","59","54","55","71","71","81","75","70","69","55","63","59","43","59","53","63","73","77","71","65","74","67","51","54","54","53","54","63","80","75","80","78","64","66","59","53","59","54","56","71","81","86","77","81","54","52","51","43","56","56","69","64","79","78","82","78","73","59","52","55","60","56","50","66","75","74","77","72","70","77","78","74","66","63","77","73","83","89","83","76","68","60","58","51","59","53","69","73","77","80","78","78","66","60","57","46","57","50","51","65","77","81","74","74","66","58",
"제천","평균상대습도[%]","%","69","59","55","53","64","68","75","76","72","70","68","65","67","67","58","47","55","67","76","70","65","71","68","63","69","62","55","53","68","72","79","75","67","66","63","71","70","69","63","59","58","64","69","71","70","65","69","71","73","57","52","49","61","61","72","68","67","60","65","64","57","53","56","50","54","63","80","80","74","73","64","60","64","63","54","57","62","70","84","75","73","75","73","76","71","68","69","57","68","70","82","85","84","78","74","77","72","61","67","61","64","69","81","78","78","77","72","71","69","68","61","59","63","69","78","75","74","72","69","68","70","68","67","56","62","67","79","82","79","76","66","68","64","67","55","56","61","68","78","76","70","70","67","60","60","53","56","54","61","66","80","76","81","76","73","73","74","64","63","63","67","73","83","78","80","74","73","76","68","67","63","59","59","70","73","80","77","74","72","66","71","65","50","62","57","64","75","76","72","72","78","74","62","61","58","57","59","66","79","71","76","76","71","73","58","54","55","51","54","65","84","83","78","73","57","53","61","52","64","58","68","65","72","72","76","75","75","64","57","59","60","56","52","66","75","75","77","74","73","75","75","70","60","54","71","73","82","88","83","76","71","69","67","61","68","59","75","77","82","85","83","83","77","70","66","56","68","59","59","76","86","90","81","83","76","73",
"보은","평균상대습도[%]","%","48","40","44","48","59","65","59","59","70","65","60","55","56","55","45","42","51","59","60","53","55","67","62","60","61","55","52","51","60","62","51","85","80","73","62","66","62","64","61","61","67","78","79","80","76","63","64","58","57","53","50","48","62","63","75","72","71","62","68","66","57","53","54","54","61","76","85","85","79","73","62","58","59","57","50","57","64","72","87","81","77","78","74","77","73","67","68","59","67","71","81","82","84","78","72","77","73","60","65","61","65","76","83","79","81","79","74","70","69","69","61","58","66","71","82","79","79","75","73","72","72","70","68","60","65","69","79","82","81","77","65","70","65","66","53","57","65","70","81","81","75","73","67","59","59","54","57","55","58","65","78","77","80","75","70","71","69","60","57","63","69","76","84","83","84","82","80","80","71","70","68","64","57","71","79","85","82","77","75","69","71","63","50","65","59","64","79","81","75","75","81","73","65","61","56","60","60","67","80","69","80","80","73","71","66","62","58","54","56","62","82","79","76","73","64","63","66","56","69","63","72","69","77","74","78","79","75","67","61","63","61","61","59","73","78","79","82","80","76","75","76","74","62","56","72","75","86","88","85","77","73","70","71","64","70","59","76","78","81","86","84","83","79","73","64","57","68","59","59","75","84","87","80","79","74","73",
"천안","평균상대습도[%]","%","77","68","61","60","72","80","73","74","72","67","67","66","73","70","60","55","60","68","74","75","68","73","69","70","71","67","61","57","64","65","76","80","74","71","68","74","74","73","70","67","69","75","83","83","82","72","75","71","73","63","56","56","67","68","79","75","76","69","76","68","63","60","61","56","62","73","78","79","76","74","66","66","70","64","56","60","63","68","80","72","70","71","67","70","69","64","65","57","63","67","76","78","77","71","68","75","70","61","66","60","62","73","80","76","77","75","71","66","68","69","60","58","62","67","78","76","76","71","69","71","73","69","66","60","64","68","78","82","79","75","64","67","65","65","55","56","61","70","82","81","72","69","69","63","65","56","61","57","57","64","79","78","79","72","68","70","70","60","59","59","64","71","83","82","79","75","73","75","64","63","60","57","56","70","78","81","71","69","70","64","71","68","56","66","62","71","79","80","74","74","84","75","71","67","61","58","59","70","81","75","79","77","69","71","65","60","52","54","58","58","86","81","80","80","69","66","65","55","69","61","67","65","70","66","70","70","68","57","54","54","","59","56","72","78","81","80","78","74","76","75","74","60","55","74","77","87","90","84","77","74","70","71","63","69","59","77","79","81","86","83","83","82","73","65","61","70","62","61","77","86","89","79","81","76","76",
"보령","평균상대습도[%]","%","73","66","60","53","67","72","79","76","72","68","61","61","64","61","58","57","59","66","79","72","65","73","68","68","73","71","72","64","74","74","83","85","77","66","63","68","68","70","67","72","75","80","84","80","76","66","68","69","70","66","62","63","78","76","85","77","75","65","72","65","64","61","67","65","69","81","84","81","77","71","63","70","67","64","61","70","72","77","85","76","68","74","63","66","66","66","68","64","70","71","80","78","80","70","63","69","66","61","71","70","69","76","84","77","74","72","68","65","63","69","64","67","71","76","82","78","75","67","68","68","69","68","66","62","72","76","81","82","78","69","64","65","63","68","64","69","70","82","88","86","76","70","68","62","63","57","69","67","71","72","83","78","79","70","66","71","70","64","68","70","73","77","86","82","76","71","72","72","64","62","71","68","73","81","90","89","83","74","77","75","70","69","62","71","73","79","91","89","77","79","86","76","73","70","70","77","77","89","91","85","85","79","70","72","67","59","52","53","58","58","78","72","63","77","66","65","72","61","83","80","83","87","90","87","73","69","68","59","63","62","66","67","66","77","80","78","78","73","68","67","68","71","64","65","76","82","85","85","78","67","67","65","67","64","73","62","73","77","79","78","75","73","72","66","62","60","69","66","63","78","81","85","74","72","67","66",
"부여","평균상대습도[%]","%","71","64","63","56","65","69","76","78","75","72","68","66","68","64","59","57","63","71","77","71","60","75","73","67","73","70","65","62","71","69","80","86","78","73","68","71","74","69","63","62","64","71","76","74","72","66","69","71","73","67","61","61","72","70","83","78","79","70","80","71","66","60","64","63","68","78","83","82","77","78","72","75","71","64","59","68","69","73","85","76","73","73","68","76","72","68","69","61","68","70","80","81","83","76","72","79","66","58","61","59","62","72","80","78","77","77","75","74","70","69","64","63","66","71","81","77","75","71","72","72","72","69","65","62","68","69","76","80","72","68","63","67","63","63","58","60","64","70","79","78","71","71","71","66","64","55","61","62","59","62","75","74","75","76","73","76","75","64","64","66","71","75","84","83","80","76","80","79","70","64","71","66","69","77","83","86","80","77","81","79","76","71","60","71","68","74","84","81","75","80","88","79","75","70","66","71","70","79","83","75","78","78","73","74","72","68","68","75","77","83","97","91","86","80","74","73","69","56","74","69","72","73","76","73","76","77","76","64","64","62","65","65","63","75","80","80","82","78","75","75","73","75","64","61","75","79","87","86","81","74","74","71","72","65","71","61","75","78","80","82","81","81","82","76","67","62","71","65","62","77","83","86","78","78","75","73",
"금산","평균상대습도[%]","%","71","59","57","51","59","67","73","75","73","71","70","65","71","66","56","52","59","66","72","70","66","72","69","71","69","64","58","55","63","63","71","76","71","68","64","71","70","67","63","60","64","67","73","72","71","65","70","66","67","61","56","54","64","64","71","70","69","65","68","66","62","59","55","52","60","68","74","75","71","71","65","69","67","63","52","59","61","64","76","71","75","78","73","79","75","69","68","59","65","71","80","81","81","78","73","80","72","60","63","61","63","72","78","73","75","73","70","67","66","65","56","55","59","64","76","73","73","70","71","70","69","66","64","57","61","65","75","79","77","74","65","70","64","67","52","56","61","64","78","78","74","72","72","66","64","58","60","57","58","66","75","74","78","74","68","74","70","60","54","58","64","71","74","76","77","77","72","71","62","60","60","58","57","69","76","82","79","77","78","77","76","68","57","72","64","74","86","78","71","73","82","76","70","63","59","63","62","71","78","75","83","83","77","77","71","64","59","64","65","68","87","82","78","74","71","70","66","53","68","63","67","67","73","71","75","76","74","66","62","61","59","61","57","71","76","75","79","77","73","73","77","72","62","54","72","77","87","83","82","75","72","71","71","61","69","58","74","77","80","84","82","81","77","72","63","56","66","60","57","73","81","84","77","76","73","72",
"세종","평균상대습도[%]","%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48","67","72","82","83","75","67","64","60","62","53","61","50","67","71","73","76","75","74","71","66","55","50","60","55","52","69","79","82","71","70","65","",
"부안","평균상대습도[%]","%","70","66","62","57","66","77","78","75","80","69","65","63","68","65","68","67","73","79","80","76","72","77","71","74","74","73","69","66","72","70","77","81","76","71","72","79","76","73","66","65","65","65","73","74","72","64","67","75","79","73","68","67","78","79","86","83","82","72","77","73","73","72","70","66","72","82","84","83","82","76","67","80","76","71","65","72","76","79","86","79","76","77","69","79","76","74","72","67","69","74","79","78","82","72","69","75","75","64","68","66","71","78","82","79","76","72","72","69","71","72","65","65","66","71","81","77","76","67","68","72","72","69","70","67","72","75","81","83","79","74","65","71","71","78","65","70","71","77","82","83","77","74","75","74","73","68","70","65","68","69","78","77","79","70","67","74","72","66","66","65","69","74","77","76","74","72","69","72","66","64","66","65","63","71","78","81","75","72","75","75","73","67","61","68","64","72","78","76","72","72","81","74","74","65","65","71","67","75","77","74","77","76","70","72","70","63","59","58","62","63","80","78","77","78","68","66","71","62","74","68","72","72","75","73","74","73","72","66","67","66","65","67","61","76","79","78","82","79","76","74","78","78","69","66","79","83","90","86","84","73","75","73","77","70","79","67","76","80","83","85","74","74","77","74","68","66","73","68","62","78","81","83","78","74","72","73",
"임실","평균상대습도[%]","%","75","64","59","53","59","67","76","75","75","72","70","68","72","68","65","59","67","73","75","71","68","75","70","71","75","68","64","62","67","67","77","83","76","74","72","75","71","60","68","65","68","71","79","77","76","69","72","71","74","69","59","60","69","70","76","75","74","62","71","68","71","69","66","59","67","77","81","83","79","77","72","75","72","70","61","69","72","74","85","78","76","75","71","77","75","69","67","61","67","72","79","81","81","76","70","75","72","64","66","63","66","74","80","79","76","73","73","71","72","69","62","59","63","70","80","76","74","70","69","71","71","69","67","63","65","68","78","80","75","73","65","70","67","68","56","60","64","69","80","77","72","71","74","67","67","61","63","61","62","69","77","75","76","72","67","74","70","62","59","61","65","73","79","79","76","74","74","75","65","63","65","61","63","73","82","84","78","75","75","75","72","65","55","68","63","72","78","77","74","74","83","79","74","68","63","66","66","74","79","73","80","78","72","75","72","66","64","65","65","69","80","78","75","73","67","69","69","58","72","67","73","71","75","74","78","77","76","67","67","63","63","66","61","76","80","79","81","79","74","75","79","76","67","63","76","82","90","88","86","76","74","73","77","68","72","61","75","80","83","87","84","79","80","72","65","62","69","63","62","78","83","85","78","75","73","74",
"정읍","평균상대습도[%]","%","76","68","59","55","63","70","75","76","76","70","71","70","77","71","66","60","65","74","77","75","69","75","72","75","77","70","65","63","71","68","77","82","76","72","72","79","77","66","62","60","62","64","74","73","71","61","67","67","68","60","53","50","60","62","69","69","68","60","64","63","65","64","60","51","57","70","77","74","73","69","61","71","68","63","55","61","65","65","76","71","68","66","61","71","67","63","59","53","55","69","77","75","81","73","67","75","73","62","64","60","63","72","76","73","71","65","67","65","71","68","61","56","58","62","76","73","70","63","66","70","70","66","65","60","63","67","74","77","73","70","61","66","67","68","54","57","60","68","76","80","73","69","70","67","67","61","62","57","58","64","76","74","76","66","64","72","68","60","58","59","62","74","74","75","72","70","67","69","61","60","60","57","56","66","77","87","76","74","79","77","74","66","57","69","60","75","84","82","75","77","91","84","82","67","65","69","64","76","76","73","77","77","70","71","71","65","63","61","66","67","82","79","77","77","69","69","73","64","77","72","77","78","84","81","89","87","84","75","76","74","72","76","69","80","78","78","81","78","71","69","75","72","62","58","72","76","84","79","80","69","68","66","72","63","71","57","67","73","76","81","77","73","75","69","65","63","68","62","58","74","78","79","76","71","68","70",
"남원","평균상대습도[%]","%","74","66","63","57","65","75","80","79","77","76","74","71","74","68","66","59","64","70","77","74","68","76","72","70","73","66","61","60","63","62","69","74","70","70","67","69","65","58","65","61","66","68","77","76","72","71","75","74","73","67","61","61","72","73","80","78","80","70","79","70","68","67","64","62","66","74","80","82","78","77","73","74","70","68","61","67","70","72","84","77","75","74","69","77","75","70","67","63","68","72","79","82","83","79","75","81","73","63","62","62","64","72","79","77","76","72","73","71","72","68","60","57","65","71","81","77","77","72","71","74","71","70","67","64","66","68","80","82","79","75","68","72","67","69","57","61","65","69","80","80","72","74","77","67","66","62","63","63","63","70","79","79","81","74","67","71","67","58","55","57","63","69","78","77","76","71","74","71","63","57","64","58","60","69","78","80","74","71","72","72","67","62","53","65","58","69","74","74","69","70","80","73","67","60","57","61","60","71","77","70","76","75","68","68","72","67","62","64","67","71","86","84","81","81","71","71","63","49","63","61","69","68","73","74","73","74","72","62","59","58","57","61","55","73","79","79","80","72","69","71","76","71","64","59","72","77","87","84","80","71","71","69","73","64","69","57","69","75","80","83","79","78","80","73","63","59","66","62","58","73","79","81","73","71","71","71",
"장수","평균상대습도[%]","%","72","63","63","57","67","77","82","84","79","73","73","70","74","69","63","57","63","71","73","72","69","73","69","71","69","66","59","55","60","60","66","72","74","73","70","70","63","65","64","69","74","78","85","83","82","74","79","71","73","68","60","61","73","75","81","82","82","73","76","71","67","65","64","57","64","75","82","83","82","79","71","71","69","67","59","66","70","73","86","83","79","76","72","76","72","68","66","60","63","73","82","82","85","79","71","76","73","64","64","62","65","76","80","80","79","74","75","63","66","71","64","61","65","70","80","78","77","72","72","71","71","71","68","64","66","71","80","81","80","77","68","72","69","71","58","60","64","70","81","83","79","75","78","69","70","66","66","62","65","74","81","80","83","76","72","77","73","67","61","62","68","78","80","81","83","79","75","75","68","67","68","65","65","80","86","90","86","82","82","78","78","73","65","76","65","73","78","79","75","74","83","78","73","68","64","67","66","75","82","77","86","82","76","75","63","58","56","57","59","62","80","77","72","71","63","61","67","57","71","66","69","72","76","74","78","75","73","67","63","62","61","64","59","76","80","78","80","81","75","76","80","75","66","62","76","83","92","88","88","78","75","74","76","66","74","63","77","81","85","89","86","82","78","72","65","59","69","63","61","77","84","85","80","77","74","72",
"고창군","평균상대습도[%]","%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","63","67","65","66","77","81","78","76","72","73","69","70","69","62","60","62","68","81","78","76","68","69","72","74","69","67","63","67","71","80","84","80","78","68","69","72","71","59","64","66","73","77","80","74","70","71","68","69","66","63","59","64","68","78","76","76","70","64","71","68","61","60","60","64","75","79","76","75","73","70","71","63","60","64","62","63","75","80","84","77","70","73","72","68","64","55","65","60","73","81","81","78","77","85","78","74","65","64","69","67","82","84","77","83","81","72","74","69","64","64","61","66","69","83","83","81","81","67","67","71","61","72","67","74","74","79","76","79","77","75","69","69","66","64","68","60","77","81","80","82","79","71","68","72","70","61","59","67","78","85","80","80","70","69","69","72","62","70","58","68","73","76","80","74","71","77","71","65","62","69","64","60","76","80","82","78","75","72","72",
"영광","평균상대습도[%]","%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","47","67","68","70","79","81","77","75","71","71","67","68","71","64","64","66","72","82","79","76","69","69","70","73","70","70","67","73","76","83","86","82","76","67","69","70","73","61","67","72","82","87","89","82","76","77","70","72","71","71","68","74","77","90","78","80","71","67","75","74","67","68","67","74","79","84","86","88","75","73","74","69","68","70","68","67","77","83","86","79","75","77","75","73","70","62","71","67","75","81","80","76","73","82","75","74","65","67","72","69","79","80","76","79","78","71","73","72","66","63","68","69","75","89","85","84","78","67","69","74","64","75","70","75","75","78","74","78","74","75","71","69","68","67","72","66","81","83","84","87","82","76","72","77","77","69","66","79","81","87","83","83","70","69","70","74","67","73","62","70","76","79","83","81","77","73","71","67","63","70","66","63","78","81","82","80","72","72","69",
"김해","평균상대습도[%]","%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57","59","65","73","79","70","70","61","58","49","45","58","53","52","60","69","80","71","68","57","58","47","43","57","60","59","65","69","80","78","72","65","51","49","38","58","42","55","66","76","78","78","68","63","63","44","44","45","53","56","58","67","76","70","69","56","50","51","46","44","53","50","60","70","73","70","66","62","53","47","41","56","56","51","54","67","75","81","76","63","57","42","45","45","46","62","59","73","78","74","70","56","68","53","44","41","60","65","62","79","84","74","84","78","67","60","73","68","65","66","66","71","82","79","78","77","66","71","50","44","66","64","73","73","76","74","78","68","65","53","45","53","58","62","57","74","80","78","80","71","63","56","61","58","58","54","70","72","89","84","77","63","57","49","53","51","64","56","69","78","82","82","80","72","60","53","40","39","61","61","55","78","81","82","74","65","58","47",
"순창","평균상대습도[%]","%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77","76","72","75","73","75","69","62","57","63","69","81","75","74","71","72","74","72","70","66","62","65","68","77","80","77","73","66","70","66","68","54","59","63","67","76","78","71","70","75","66","64","58","59","57","56","61","80","77","79","73","68","75","72","61","59","61","64","72","76","75","74","72","74","73","65","61","64","60","63","71","79","81","76","73","75","75","71","65","56","68","61","71","77","78","76","77","90","81","77","66","63","66","66","76","79","75","81","79","73","74","53","51","59","65","62","69","81","74","70","69","53","45","72","62","72","70","74","73","76","77","80","80","78","69","67","64","63","67","63","78","83","82","83","79","76","74","77","73","64","60","74","78","87","84","82","72","72","71","77","67","70","59","72","76","79","83","81","79","83","76","66","64","69","63","60","75","81","84","78","74","74","73",
"북창원","평균상대습도[%]","%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52","60","54","54","62","71","84","74","71","61","61","49","47","60","63","60","65","68","81","77","72","64","52","50","36","57","39","55","66","74","76","78","63","60","63","43","41","42","","","57","55","75","72","70","58","50","52","47","42","48","48","58","66","80","70","72","73","54","42","43","62","64","58","60","75","81","84","77","72","67","54","57","56","55","68","64","78","83","80","77","68","77","64","56","50","61","67","64","78","84","76","84","78","66","59","71","65","61","60","65","67","82","79","76","76","69","69","49","41","66","63","72","73","77","77","79","70","67","52","46","52","57","62","59","77","85","82","82","71","64","55","58","58","58","54","71","74","89","83","79","66","62","54","56","54","66","58","70","79","82","83","80","74","66","57","44","41","61","60","54","78","78","81","74","66","62","50",
"양산","평균상대습도[%]","%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54","63","57","56","63","71","80","72","68","61","62","50","45","60","61","59","65","64","77","74","68","62","53","48","34","58","40","54","63","69","72","72","64","60","60","43","44","45","53","54","55","65","73","69","68","58","51","50","47","45","53","50","58","65","70","62","59","58","51","48","46","62","59","55","57","68","74","77","69","68","64","50","53","52","51","63","59","69","74","72","70","62","69","59","50","47","58","61","59","71","77","69","84","80","71","63","","","","","","","","","","","","","53","48","69","66","74","73","76","75","78","72","71","56","48","55","59","63","61","74","82","81","82","75","67","58","60","60","59","57","70","71","87","84","79","67","63","55","58","57","68","60","70","76","81","82","79","76","68","59","48","43","65","64","55","76","78","79","74","67","65","50",
"보성","평균상대습도[%]","%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72","71","74","76","85","85","79","71","64","64","53","62","51","61","73","77","81","83","73","67","76","62","62","64","65","69","69","76","84","80","79","67","64","69","63","59","61","62","69","77","82","79","73","67","67","61","55","58","63","59","61","71","78","79","73","69","64","62","59","57","53","65","58","71","75","74","72","67","73","66","62","58","61","68","65","75","81","75","81","76","69","67","55","51","60","66","63","67","83","77","75","73","60","50","63","54","73","71","77","76","78","79","78","71","70","63","56","58","63","68","61","76","82","81","84","75","68","68","69","70","66","59","77","80","89","88","85","68","65","63","70","63","72","64","72","79","84","85","83","75","73","67","56","53","69","65","62","81","83","86","79","71","70","66",
"강진","평균상대습도[%]","%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","74","72","72","67","71","75","84","84","78","71","66","69","64","68","58","67","74","79","83","84","75","68","74","63","63","66","64","67","66","72","81","77","77","66","63","69","65","60","62","61","68","76","82","80","75","69","71","68","61","63","68","61","65","76","83","86","79","75","72","72","69","64","58","72","65","78","85","84","80","76","83","73","71","66","69","73","71","82","86","78","85","80","75","74","64","59","57","63","64","69","83","78","75","74","64","62","67","58","76","71","76","76","77","79","79","70","72","64","60","59","63","68","61","76","81","79","80","73","68","66","67","68","63","57","74","77","86","82","81","68","65","65","72","64","71","62","71","77","81","84","81","75","75","71","61","57","69","66","64","80","81","84","78","70","72","68",
"장흥","평균상대습도[%]","%","68","61","59","58","67","74","76","73","70","63","61","58","59","60","60","59","66","70","81","78","72","72","68","64","69","62","63","66","70","70","82","82","75","69","65","67","67","67","66","65","69","69","85","85","82","71","75","68","70","65","61","63","75","77","83","81","79","68","73","65","66","65","64","66","70","80","85","83","81","73","70","72","69","67","62","70","76","78","85","80","77","76","69","73","67","66","68","63","70","77","80","83","82","74","66","72","66","55","64","69","70","78","83","78","78","71","72","69","66","66","62","62","66","74","81","77","74","70","67","62","64","66","66","65","69","72","82","82","76","70","66","66","60","65","54","64","72","77","83","84","75","69","75","63","62","65","62","67","69","76","86","82","82","71","66","71","67","61","63","64","73","83","89","87","82","76","78","71","65","66","71","66","71","83","89","78","82","80","79","77","73","69","63","77","69","84","88","84","81","77","83","75","71","66","69","75","74","83","85","79","86","79","74","72","69","66","62","68","69","76","","85","82","76","68","66","69","59","77","74","78","79","81","81","81","75","75","66","61","61","65","70","65","80","81","83","85","77","72","70","70","71","65","59","77","80","88","85","84","71","68","67","73","64","72","63","73","80","84","86","82","79","76","71","60","55","69","66","65","81","84","86","79","73","73","68",
"해남","평균상대습도[%]","%","59","56","58","56","63","64","72","75","73","65","67","65","67","63","62","60","66","70","81","77","67","70","69","65","70","65","67","68","72","69","79","80","74","67","64","66","64","65","63","65","75","75","84","83","78","66","70","67","69","66","62","64","70","67","75","74","69","59","70","65","61","65","67","64","68","80","84","82","79","72","69","75","73","71","66","72","78","79","84","78","76","77","67","73","70","71","69","65","70","77","81","81","81","71","67","74","69","62","70","70","72","79","82","79","78","71","73","71","71","71","66","66","69","76","84","80","77","72","70","70","73","71","71","67","71","76","84","84","78","73","70","70","68","72","61","69","75","80","83","85","76","71","76","68","69","71","67","70","72","77","87","81","83","73","70","75","71","69","70","67","73","83","86","71","64","70","72","70","65","66","70","64","68","77","83","84","79","76","76","75","73","70","64","76","70","82","90","88","84","80","86","78","75","71","74","81","78","81","80","74","79","76","70","70","68","64","62","67","69","75","87","82","79","78","70","69","70","62","75","72","75","76","80","81","82","76","79","72","68","68","72","74","70","82","87","85","86","79","73","73","74","76","70","65","80","82","89","85","84","72","70","71","77","70","75","64","74","78","82","84","82","77","77","75","68","62","72","71","69","81","85","87","83","74","76","73",
